entry_date,exit_date,entry_price,exit_price,shares,pnl_total,pnl_pct,hold_days,exit_reason,stop_loss_price
2025-02-13,2025-02-27,773.5,700.9,1,-72.60000000000002,-9.385908209437623,14,exit_signal,699.3303571428571
2025-05-07,2025-06-06,697.94,753.02,2,110.15999999999985,7.891795856377327,30,max_hold_time,651.2275000000001
2025-06-10,2025-07-10,785.0,803.3,1,18.299999999999955,2.3312101910827967,30,max_hold_time,731.5517857142856
2025-08-13,2025-09-12,753.5,813.86,2,120.72000000000003,8.010617120106172,30,max_hold_time,710.4553571428571
2025-09-12,2025-10-10,813.86,936.05,2,244.37999999999988,15.013638709360325,28,exit_signal,768.6564285714286
2025-10-27,2025-11-21,1060.0,969.0,1,-91.0,-8.584905660377357,25,exit_signal,966.0142857142857
2025-12-01,2025-12-17,1088.5,1026.35,1,-62.15000000000009,-5.709692237023435,16,exit_signal,987.7196428571428
2026-01-02,2026-02-02,1165.0,1445.75,1,280.75,24.09871244635193,31,max_hold_time,1088.4071428571428
